id,Company,Launch Date,Launch Time,Launch Site,Vehicle Type,Liftoff Thrust (kN),Payload to Orbit (kg),Rocket Height (m),Fairing Diameter (m),Payload Name,Payload Type,Payload Mass (kg),Payload Orbit,Mission Status,Failure Reason,temperature_2m,Lat,Long,time,relativehumidity_2m,dewpoint_2m,apparent_temperature,pressure_msl,surface_pressure,cloudcover,cloudcover_low,cloudcover_mid,cloudcover_high,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,vapor_pressure_deficit,et0_fao_evapotranspiration,precipitation,weathercode,snowfall,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm
115,Boeing,6-Nov-98,13:37,Vandenberg ,Delta II 7920-10C,3511,4844,38.9,3,MS-11,Communication Satellite,,Low Earth Orbit,Success,,10.6,34.7420267,-120.5724404,1998-11-06T13:00,75,6.3,6.2,1016.9,1005.1,0,0,0,0,23.5,34.9,331,335,37.8,0,0,0,0.32,0.04,0,0,0,0.094,0.11,0.139,0.167,11.3,13.1,14.2,15.4
116,Boeing,22-Nov-98,23:54,Cape Canaveral,Delta II 7925,3511,1819,38.1,2.9,BONUM-1,Communication Satellite,,Geostationary Transfer Orbit,Success,,23.2,28.4740089,-80.5771737,1998-11-22T22:00,83,20.1,24.6,1023.3,1023.1,80,18,61,92,17,19.3,77,76,29.5,58,22,36,0.49,0.07,0.5,53,0,0.138,0.155,0.148,0.142,24.5,24.9,25.2,26.9
117,Boeing,11-Dec-98,18:45,Cape Canaveral,Delta II 7425,3020,1110,38.1,2.9,Mars Climate Orbiter,Robotic space probe,338,Heliocentric Orbit,Success,,23.4,28.4740089,-80.5771737,1998-12-11T18:00,75,18.6,22.4,1020.9,1020.7,56,28,26,51,28.6,32.1,42,42,33.8,469,324,145,0.73,0.29,0,2,0,0.091,0.139,0.142,0.142,26.5,23.9,24.5,26.1
118,Boeing,3-Jan-99,20:21,Cape Canaveral,Delta II 7425,3020,1110,38.1,2.9,Mars Polar Lander,Robotic spacecraft lander,290,Heliocentric Orbit,Success,,22.5,28.4740089,-80.5771737,1999-01-03T20:00,62,14.9,20.9,1015,1014.8,74,82,0,0,22.6,25.7,248,248,29.5,336,190,146,1.04,0.27,0,2,0,0.115,0.118,0.135,0.142,24,22.1,22.5,25.1
119,Boeing,7-Feb-99,21:04,Cape Canaveral,Delta II 7426,3020,1058,38.1,2.9,Stardust,Robotic space probe,305,Heliocentric Orbit,Success,,24.1,28.4740089,-80.5771737,1999-02-07T21:00,56,14.6,23.7,1016,1015.8,4,0,0,13,13,17.8,219,227,18.4,476,388,88,1.33,0.33,0,0,0,0.1,0.147,0.123,0.141,27,22.4,22.1,23.6
120,Boeing,23-Feb-99,10:29,Vandenberg ,Delta II 7920-10,3511,4800,38.9,3,ARGOS (P91-1 ARGOS),Research Satellite,2450,Polar Orbit,Success,,10.9,34.7420267,-120.5724404,1999-02-23T10:00,64,4.4,6.5,1023.7,1011.8,0,0,0,0,20.9,33.6,3,16,32.4,0,0,0,0.46,0.06,0,0,0,0.144,0.153,0.146,0.161,10.4,11.4,11.1,11.4
121,Boeing,15-Apr-99,18:32,Vandenberg ,Delta II 7920-10,3511,4800,38.9,3,Landsat 7,Research Satellite,2200,Sun-Synchronous Orbit,Success,,19.5,34.7420267,-120.5724404,1999-04-15T18:00,66,12.9,21.3,1015.4,1004,0,0,0,0,3.5,3.5,204,156,10.4,763,669,94,0.78,0.45,0,0,0,0.179,0.186,0.169,0.159,14.8,12.4,11.2,11.4
122,Boeing,10-Jun-99,13:48,Cape Canaveral,Delta II 7420-10C,3020,3099,38.9,3,Globalstar 3,Communication Satellite,550,Low Earth Orbit,Success,,25,28.4740089,-80.5771737,1999-06-10T13:00,88,22.8,29.9,1017.6,1017.4,92,66,6,96,2.5,3.7,172,169,20.2,199,58,141,0.39,0.14,0.9,53,0,0.207,0.087,0.073,0.133,25.6,25.8,26.4,24.3
123,Boeing,24-Jun-99,15:44,Cape Canaveral,Delta II 7320-10C,2533,2703,38.9,3,FUSE,Space-based Telescope,1360,Low Earth Orbit,Success,,26.1,28.4740089,-80.5771737,1999-06-24T15:00,76,21.6,30,1017.4,1017.2,42,9,6,100,5.8,5.8,68,68,15.8,424,152,272,0.8,0.3,0,1,0,0.212,0.213,0.084,0.132,28,26.1,26.2,24.7
124,Boeing,10-Jul-99,8:45,Cape Canaveral,Delta II 7420-10C,3020,3099,38.9,3,Globalstar 4,Communication Satellite,550,Low Earth Orbit,Success,,26.2,28.4740089,-80.5771737,1999-07-10T08:00,91,24.7,31.1,1020.2,1020,46,20,0,92,11.6,14.2,175,171,15.5,0,0,0,0.29,0,0,1,0,0.091,0.171,0.098,0.132,26.6,29,27,25
125,Boeing,25-Jul-99,7:46,Cape Canaveral,Delta II 7420-10C,3020,3099,38.9,3,Globalstar 5,Communication Satellite,550,Low Earth Orbit,Success,,27.1,28.4740089,-80.5771737,1999-07-25T07:00,87,24.8,31.5,1016.3,1016.1,28,7,18,35,15.4,16.8,213,215,20.2,0,0,0,0.48,0.02,0,1,0,0.05,0.099,0.091,0.131,27.9,31.8,29.3,25.7
126,Boeing,7-Aug-99,12:51,Cape Canaveral,Delta II 7925,3511,1819,38.1,2.9,USA-145 (GPS IIR-3),Global Positioning System,2032,Medium Earth Orbit,Success,,26.2,28.4740089,-80.5771737,1999-08-07T12:00,90,24.4,30.1,1017.2,1017,7,1,10,1,16.4,19,213,213,24.1,67,33,34,0.35,0.06,0,0,0,0.133,0.112,0.084,0.13,26.9,28.9,29.9,26.5
127,Boeing,17-Aug-99,4:37,Cape Canaveral,Delta II 7420-10C,3020,3099,38.9,3,Globalstar 6,Communication Satellite,550,Low Earth Orbit,Success,,27.4,28.4740089,-80.5771737,1999-08-17T04:00,83,24.3,31.8,1020.6,1020.4,27,16,1,41,12.6,13.6,114,112,16.9,0,0,0,0.6,0.03,0,1,0,0.072,0.121,0.082,0.129,28.2,31.5,29.5,26.9
128,Boeing,8-Feb-00,21:24,Cape Canaveral,Delta II 7920-10C,3511,4800,38.9,3,Globalstar 7,Communication Satellite,550,Low Earth Orbit,Success,,16.2,28.4740089,-80.5771737,2000-02-08T21:00,70,10.9,15,1022.8,1022.6,100,100,94,0,10.2,10.9,262,262,18,142,7,135,0.55,0.11,0.4,51,0,0.142,0.182,0.177,0.197,17.5,16.5,17.5,21.1
129,Boeing,25-Mar-00,20:34,Vandenberg ,Delta II 7326,2533,934,38.1,2.9,IMAGE,Research Satellite,210,Polar Orbit,Success,,12.1,34.7420267,-120.5724404,2000-03-25T20:00,67,6.1,11.8,1019.5,1007.7,35,6,0,100,8.5,8.8,258,251,19.1,875,726,149,0.47,0.4,0,1,0,0.134,0.15,0.18,0.141,13.9,11.7,12.5,12.3
130,Boeing,11-May-00,1:48,Cape Canaveral,Delta II 7925,3511,1819,38.1,2.9,USA-150 (GPS IIR-4),Global Positioning System,2032,Medium Earth Orbit,Success,,24.9,28.4740089,-80.5771737,2000-05-11T01:00,81,21.4,25.6,1015.4,1015.2,4,1,5,0,26.4,35.6,154,156,32,0,0,0,0.6,0.06,0,0,0,0.043,0.09,0.115,0.188,27,27.8,24.5,22.1
131,Boeing,16-Jul-00,9:17,Cape Canaveral,Delta II 7925,3511,1819,38.1,2.9,USA-151 (GPS IIR-5),Global Positioning System,2032,Medium Earth Orbit,Success,,26.1,28.4740089,-80.5771737,2000-07-16T09:00,89,24.2,28.5,1010.6,1010.4,6,4,4,0,26.5,31.2,228,230,34.6,0,0,0,0.36,0.03,0,0,0,0.144,0.076,0.084,0.177,26.2,28.4,28,25.5
132,Boeing,23-Aug-00,11:05,Cape Canaveral,Delta III 8930,628,8290,35,4,DM F3,Test Satellite,4348,Medium Earth Orbit,Success,,26.8,28.4740089,-80.5771737,2000-08-23T11:00,81,23.2,28.7,1019.7,1019.5,42,21,38,1,25.4,27.9,78,79,33.1,0,0,0,0.67,0.06,0.2,51,0,0.156,0.092,0.081,0.173,26.5,28.4,28.9,26.7
133,Boeing,10-Nov-00,17:14,Cape Canaveral,Delta II 7925,3511,1819,38.1,2.9,USA-154 (GPS IIR-6),Global Positioning System,2032,Medium Earth Orbit,Success,,25.4,28.4740089,-80.5771737,2000-11-10T17:00,76,20.8,27.2,1012.8,1012.6,58,63,2,0,16.7,20.3,277,277,25.2,403,159,244,0.79,0.28,0,2,0,0.049,0.106,0.156,0.168,29,25.5,25.6,26.5
134,Boeing,21-Nov-00,18:24,Vandenberg ,Delta II 7320-10C,2533,2703,38.9,3,EO-1,Earth Observation Satellite,673,Low Earth Orbit,Success,,12.3,34.7420267,-120.5724404,2000-11-21T18:00,74,7.8,9.1,1019.5,1007.7,0,0,0,0,17.8,22.7,315,317,25.6,406,292,114,0.38,0.18,0,0,0,0.126,0.137,0.139,0.135,11.2,11.4,12.5,14.8
135,Boeing,30-Jan-01,7:55,Cape Canaveral,Delta II 7925,3511,1819,38.1,2.9,USA-156 (GPS IIR-7),Global Positioning System,2032,Medium Earth Orbit,Success,,19.6,28.4740089,-80.5771737,2001-01-30T07:00,81,16.2,17.3,1017.3,1017.1,44,18,0,93,30.6,40.3,183,182,41.8,0,0,0,0.43,0.05,0,1,0,0.079,0.139,0.126,0.165,18.8,19,18.3,21.8
136,Boeing,7-Apr-01,15:02,Cape Canaveral,Delta II 7925,3511,1819,38.1,2.9,Mars Odyssey,Orbiting Robotic Spacecraft,758,Mars Orbit,Success,,22.5,28.4740089,-80.5771737,2001-04-07T15:00,76,18.1,25.1,1024.5,1024.3,0,0,0,0,7.6,10.8,109,120,14.8,669,560,109,0.64,0.41,0,0,0,0.138,0.198,0.174,0.161,25.9,21.7,21.4,21.2
137,Boeing,18-May-01,17:45,Cape Canaveral,Delta II 7925,3511,1819,38.1,2.9,GeoLITE,Earth Observation Satellite,1800,Geostationary Transfer Orbit,Success,,26.4,28.4740089,-80.5771737,2001-05-18T17:00,65,19.2,31.6,1017.7,1017.5,2,0,0,8,5.9,4.8,101,103,13.7,960,824,136,1.21,0.65,0,0,0,0.043,0.085,0.135,0.159,40.3,27.5,24.5,22.3
138,Boeing,30-Jun-01,19:46,Cape Canaveral,Delta II 7425-10C,3020,1073,38.9,3,WMAP,Microwave Anisotropy Probe,835,Earth-Moon L2,Success,,27.6,28.4740089,-80.5771737,2001-06-30T19:00,80,24,32.2,1018.8,1018.6,37,4,9,92,19.6,22.2,116,117,25.9,816,626,190,0.73,0.51,0,1,0,0.092,0.066,0.101,0.155,35.3,28.6,27.4,24.7
139,Boeing,8-Aug-01,16:13,Cape Canaveral,Delta II 7326,2533,934,38.1,2.9,Genesis,Solar wind particles sample-return probe,636,Heliocentric Orbit,Success,,27.9,28.4740089,-80.5771737,2001-08-08T16:00,82,24.5,34.8,1021.1,1020.9,27,3,1,80,6.8,7.2,335,333,10.8,777,629,148,0.67,0.53,0,1,0,0.195,0.231,0.169,0.153,32.4,27.7,27,26
140,Boeing,18-Oct-01,18:51,Vandenberg ,Delta II 7320-10C,2533,2703,38.9,3,QuickBird,Earth Observation Satellite,1100,Sun-Synchronous Orbit,Success,,16.3,34.7420267,-120.5724404,2001-10-18T18:00,77,12.4,15.1,1018.7,1007.1,31,8,0,78,13.2,15,287,291,23.4,500,336,164,0.42,0.25,0,1,0,0.096,0.115,0.145,0.146,15.6,15.1,16.4,16.8
141,Boeing,7-Dec-01,15:07,Vandenberg ,Delta II 7920-10C,3511,4800,38.9,3,Jason-1 / TIMED,Earth Observation Satellite,660,Low Earth Orbit,Success,,12.8,34.7420267,-120.5724404,2001-12-07T15:00,72,7.8,9.4,1021.2,1009.4,2,2,0,0,18.9,29.7,13,29,31.7,0,0,0,0.42,0.04,0,0,0,0.173,0.178,0.155,0.145,12.5,12.4,12.8,14.6
142,Boeing,11-Feb-02,17:43,Vandenberg ,Delta II 7920-10C,3511,4800,38.9,3,Iridium IS-1,Communication Satellite,689,Low Earth Orbit,Success,,13.8,34.7420267,-120.5724404,2002-02-11T17:00,63,6.8,11.9,1027.2,1015.4,30,0,0,100,6.8,6.3,58,31,14,280,206,74,0.58,0.14,0,1,0,0.138,0.148,0.16,0.148,11.4,10.6,11.1,11.6
143,Boeing,4-May-02,9:54,Vandenberg ,Delta II 7920-10C,3511,4800,38.9,3,Aqua,Research Satellite,3117,Low Earth Orbit,Success,,10.1,34.7420267,-120.5724404,2002-05-04T09:00,91,8.8,7.2,1017.4,1005.6,18,20,0,0,18.1,25.2,311,314,28.8,0,0,0,0.11,0,0,0,0,0.097,0.11,0.138,0.145,10.6,12.4,12.1,11.8
144,Boeing,3-Jul-02,6:47,Cape Canaveral,Delta II 7425,3020,1110,38.1,2.9,CONTOUR,Space Probe,328,Heliocentric Orbit,Success,,23.4,28.4740089,-80.5771737,2002-07-03T06:00,93,22.1,27.8,1017.1,1016.9,83,4,90,86,3.6,4.2,217,211,11.2,0,0,0,0.21,0,0,3,0,0.27,0.255,0.201,0.133,23.9,25.4,25.8,24.9
145,Boeing,20-Nov-02,22:39,Cape Canaveral,"Delta IV Medium+ (4,2)",4895,6390,62.5,4,Eutelsat W5,Communication Satellite,3170,Geostationary Transfer Orbit,Success,,23,28.4740089,-80.5771737,2002-11-20T22:00,73,17.9,22.7,1016,1015.8,84,7,82,95,21.5,24.4,69,71,31.3,87,39,48,0.76,0.12,0,3,0,0.168,0.21,0.118,0.13,22.9,22.2,23.6,27.1
146,Boeing,13-Jan-03,0:45,Vandenberg ,Delta II 7320-10C,2533,2703,38.9,3,ICESat,Research Satellite,970,Sun-Synchronous Orbit,Success,,13.3,34.7420267,-120.5724404,2003-01-13T00:00,85,10.8,11.9,1024.8,1013,13,0,0,44,11.6,15.6,306,310,21.6,254,197,57,0.23,0.11,0,0,0,0.163,0.165,0.166,0.137,13.9,12.4,12.8,13.4
