id,Company,Launch Date,Launch Time,Launch Site,Vehicle Type,Liftoff Thrust (kN),Payload to Orbit (kg),Rocket Height (m),Fairing Diameter (m),Payload Name,Payload Type,Payload Mass (kg),Payload Orbit,Mission Status,Failure Reason,temperature_2m,Lat,Long,time,relativehumidity_2m,dewpoint_2m,apparent_temperature,pressure_msl,surface_pressure,cloudcover,cloudcover_low,cloudcover_mid,cloudcover_high,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,vapor_pressure_deficit,et0_fao_evapotranspiration,precipitation,weathercode,snowfall,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm
52,SpaceX,6-May-16,5:21,Cape Canaveral,Falcon 9 Full Thrust (v1.2),6804,8300,70,5.2,JCSAT-14,Communication Satellite,4696,Geostationary Transfer Orbit,Success,,20.6,28.4740089,-80.5771737,2016-05-06T05:00,57,11.8,17.4,1009.9,1009.7,5,0,9,0,25.9,29.1,299,301,42.5,0,0,0,1.05,0.13,0,0,0,0.184,0.212,0.142,0.126,20.5,23.4,24.9,22.8
53,SpaceX,27-May-16,21:39,Cape Canaveral,Falcon 9 Full Thrust (v1.2),6804,8300,70,5.2,Thaicom 8,Communication Satellite,3100,Geostationary Transfer Orbit,Success,,26.7,28.4740089,-80.5771737,2016-05-27T21:00,63,19.2,26.6,1015.6,1015.4,35,34,8,0,24.3,26.6,65,65,31.3,516,355,161,1.28,0.39,0,1,0,0.058,0.134,0.127,0.125,32.5,28.1,26.1,23.6
54,SpaceX,15-Jun-16,14:29,Cape Canaveral,Falcon 9 Full Thrust (v1.2),6804,8300,70,5.2,ABS-2A,Communication Satellite,3600,Geostationary Transfer Orbit,Success,,27.9,28.4740089,-80.5771737,2016-06-15T14:00,79,24,32.1,1018.6,1018.4,2,1,1,0,13,14.4,256,257,23.8,510,404,106,0.78,0.35,0,0,0,0.08,0.169,0.12,0.124,31.5,29.3,27.6,24.5
55,SpaceX,15-Jun-16,14:29,Cape Canaveral,Falcon 9 Full Thrust (v1.2),6804,8300,70,5.2,Eutelsat 117 West B (Satmex 9),Communication Satellite,3600,Geostationary Transfer Orbit,Success,,27.9,28.4740089,-80.5771737,2016-06-15T14:00,79,24,32.1,1018.6,1018.4,2,1,1,0,13,14.4,256,257,23.8,510,404,106,0.78,0.35,0,0,0,0.08,0.169,0.12,0.124,31.5,29.3,27.6,24.5
56,SpaceX,18-Jul-16,4:45,Cape Canaveral,Falcon 9 Full Thrust (v1.2),6804,22800,70,5.2,SpaceX CRS-9,Space Station Supplies,2257,Low Earth Orbit,Success,,28.4,28.4740089,-80.5771737,2016-07-18T04:00,77,24,31.1,1023.3,1023.1,46,12,9,98,23.8,26.3,115,115,28.4,0,0,0,0.88,0.08,0,1,0,0.067,0.077,0.098,0.122,28.9,31.9,30.1,26.3
57,SpaceX,14-Aug-16,5:26,Cape Canaveral,Falcon 9 Full Thrust (v1.2),6804,8300,70,5.2,JCSAT-16,Communication Satellite,4600,Geostationary Transfer Orbit,Success,,27.5,28.4740089,-80.5771737,2016-08-14T05:00,85,24.9,31.5,1018.9,1018.7,39,10,0,100,18.4,21.4,125,126,23.4,0,0,0,0.54,0.03,0,1,0,0.093,0.105,0.086,0.12,27.8,30.4,29.3,27.5
58,SpaceX,14-Jan-17,17:54,Vandenberg ,Falcon 9 Full Thrust (v1.2),6804,8300,70,5.2,Iridium NEXT 1-10,Communication Satellite,9600,Low Earth Orbit,Success,,10.9,34.7420267,-120.5724404,2017-01-14T17:00,62,3.9,7.9,1020,1008.2,0,0,0,0,10.9,17.7,351,12,23.4,193,139,54,0.5,0.1,0,0,0,0.373,0.377,0.244,0.178,10.1,11.1,13.3,14.9
59,SpaceX,19-Feb-17,14:39,Kennedy Space Center,Falcon 9 Full Thrust (v1.2),6804,22800,70,5.2,SpaceX CRS-10,Space Station Supplies,2490,Low Earth Orbit,Success,,20.1,28.5743572,-80.6520371,2017-02-19T14:00,87,17.9,21.2,1018.3,1017.9,44,26,35,0,12.3,16.6,310,312,27.4,195,129,66,0.31,0.11,0,1,0,0.12,0.043,0.102,0.181,20,20.4,20.6,21.3
60,SpaceX,16-Mar-17,6:00,Kennedy Space Center,Falcon 9 Full Thrust (v1.2),6804,8300,70,5.2,SpaceX Echostar 23,Communication Satellite,5600,Geostationary Transfer Orbit,Success,,9.8,28.5743572,-80.6520371,2017-03-16T06:00,56,1.4,5.8,1026,1025.6,0,0,0,0,14.3,26,311,317,26.3,0,0,0,0.54,0.05,0,0,0,0.157,0.1,0.088,0.178,12.2,16.5,21.2,21.3
61,SpaceX,30-Mar-17,22:27,Kennedy Space Center,Falcon 9 Full Thrust (v1.2),6804,8300,70,5.2,SpaceX SES-10,Communication Satellite,5300,Geostationary Transfer Orbit,Success,,25.5,28.5743572,-80.6520371,2017-03-30T22:00,59,17,24.3,1013.3,1013,10,0,17,0,25.3,34.4,131,132,48.2,365,274,91,1.34,0.31,0,0,0,0.07,0.067,0.081,0.175,30,24.9,21.5,21.1
62,SpaceX,1-May-17,11:15,Kennedy Space Center,Falcon 9 Full Thrust (v1.2),6804,22800,70,5.2,NROL-76,Classified,Classified,Low Earth Orbit,Success,,23.5,28.5743572,-80.6520371,2017-05-01T11:00,84,20.6,24.3,1017.7,1017.3,23,23,4,0,22.7,36.7,160,160,42.1,2,0,2,0.46,0.06,0,1,0,0.068,0.068,0.092,0.169,24.4,26.5,24.6,22.2
63,SpaceX,15-May-17,23:21,Kennedy Space Center,Falcon 9 Full Thrust (v1.2),6804,8300,70,5.2,Inmarsat-5 F4,high-speed mobile broadband service,6070,Geostationary Transfer Orbit,Success,,26.5,28.5743572,-80.6520371,2017-05-15T22:00,69,20.4,27.7,1013.7,1013.4,9,8,3,0,19.1,25,74,75,41.8,425,318,107,1.06,0.31,0,0,0,0.091,0.065,0.092,0.166,31.6,27.6,25.1,22.9
64,SpaceX,3-Jun-17,21:07,Kennedy Space Center,Falcon 9 Full Thrust (v1.2),6804,22800,70,5.2,SpaceX CRS-11,Space Station Supplies,2708,Low Earth Orbit,Success,,25.7,28.5743572,-80.6520371,2017-06-03T21:00,78,21.6,28.4,1015.1,1014.8,100,52,66,100,13.8,17.9,123,124,34.2,258,103,155,0.72,0.2,0,3,0,0.191,0.09,0.087,0.163,27.4,26.4,26.5,24
65,SpaceX,23-Jun-17,19:10,Kennedy Space Center,Falcon 9 Full Thrust (v1.2),6804,8300,70,5.2,BulgariaSat-1,Communication Satellite,3669,Geostationary Transfer Orbit,Success,,29.9,28.5743572,-80.6520371,2017-06-23T19:00,65,22.5,34.4,1017.4,1017.1,45,14,8,93,15.8,20,145,146,33.8,864,713,151,1.49,0.62,0,1,0,0.182,0.205,0.17,0.162,32,28.5,26.5,24.7
66,SpaceX,25-Jun-17,20:25,Vandenberg ,Falcon 9 Block 3,6804,8300,70,5.2,Iridium-2,Communication Satellite,9600,Polar Orbit,Success,,19.4,34.7420267,-120.5724404,2017-06-25T20:00,67,13.1,19.9,1015.5,1004.1,11,12,0,0,16.9,21.7,310,313,41,934,744,190,0.75,0.5,0,0,0,0.171,0.196,0.249,0.211,22.2,18.7,18.2,16
67,SpaceX,5-Jul-17,20:25,Kennedy Space Center,Falcon 9 Block 3,6804,8300,70,5.2,Intelsat 35e,Communication Satellite,6761,Geostationary Transfer Orbit,Success,,30.5,28.5743572,-80.6520371,2017-07-05T20:00,66,23.5,35.4,1020.1,1019.8,27,9,31,0,14.5,18.6,97,100,31.3,777,634,143,1.47,0.57,0.1,51,0,0.198,0.169,0.137,0.161,33.3,30,27.9,25.4
68,SpaceX,14-Aug-17,16:31,Kennedy Space Center,Falcon 9 Block 4,6804,22800,70,5.2,CRS-12,Space Station Supplies,3310,Low Earth Orbit,Success,,30.8,28.5743572,-80.6520371,2017-08-14T16:00,69,24.5,37.7,1015.8,1015.5,29,11,30,3,4.5,5.8,299,292,24.8,747,595,152,1.36,0.56,0.4,51,0,0.289,0.301,0.266,0.161,30.7,28,28,27
69,SpaceX,24-Aug-17,18:51,Vandenberg ,Falcon 9 Block 3,6804,22800,70,5.2,Formosat-5,Earth observation satellite,475,Sun-Synchronous Orbit,Success,,18.7,34.7420267,-120.5724404,2017-08-24T18:00,75,14.1,18.6,1012.8,1001.4,8,9,0,0,10.2,12.7,293,299,27.4,525,267,258,0.55,0.3,0,0,0,0.156,0.192,0.239,0.202,20.6,19.3,19.6,18.4
70,SpaceX,7-Sep-17,14:00,Kennedy Space Center,Falcon 9 Block 4,6804,22800,70,5.2,OTV-5,reusable uncrewed spacecraft,4990,Low Earth Orbit,Success,,27.8,28.5743572,-80.6520371,2017-09-07T14:00,88,25.6,34.1,1015.5,1015.2,16,8,9,13,5.4,6.4,37,38,19.4,351,196,155,0.43,0.24,0.1,51,0,0.291,0.29,0.272,0.196,27.6,27,27.8,27.5
71,SpaceX,9-Oct-17,12:37,Vandenberg ,Falcon 9 Block 4,6804,22800,70,5.2,Iridium-3,Communication Satellite,9600,Polar Orbit,Success,,14.9,34.7420267,-120.5724404,2017-10-09T12:00,93,13.7,14.7,1009.8,998.3,6,7,0,0,9.4,22.4,108,127,19.8,0,0,0,0.13,0,0,0,0,0.155,0.181,0.226,0.201,13.7,17.1,19,19.4
72,SpaceX,11-Oct-17,22:53,Kennedy Space Center,Falcon 9 Block 3,6804,8300,70,5.2,SES-11 / EchoStar 105,Communication Satellite,5200,Geostationary Transfer Orbit,Success,,26.9,28.5743572,-80.6520371,2017-10-11T22:00,73,21.5,29.4,1015.2,1014.9,8,5,6,0,14.3,22.2,72,73,32.4,234,168,66,0.96,0.19,0,0,0,0.232,0.245,0.298,0.288,28.5,27.9,27.1,27.1
73,SpaceX,30-Oct-17,19:34,Kennedy Space Center,Falcon 9 Block 4,6804,8300,70,5.2,Koreasat 5A,"Direct-to-Home (DTH) broadcast, broadband, and backhaul services",3500,Geostationary Transfer Orbit,Success,,17.5,28.5743572,-80.6520371,2017-10-30T19:00,40,3.8,15.5,1017.4,1017,0,0,0,0,10.1,12.7,333,331,26.3,716,623,93,1.19,0.41,0,0,0,0.239,0.253,0.246,0.285,20,18.7,23.4,26.6
74,SpaceX,15-Dec-17,15:36,Cape Canaveral,Falcon 9 Block 3,6804,22800,70,5.2,CRS-13,Space Station Supplies,2205,Low Earth Orbit,Success,,18.7,28.4740089,-80.5771737,2017-12-15T15:00,60,10.8,17,1019.6,1019.4,46,17,23,56,13.5,18.2,209,210,25.9,218,101,117,0.87,0.17,0,1,0,0.031,0.134,0.171,0.088,18.4,17.9,19.2,24
75,SpaceX,23-Dec-17,1:27,Vandenberg ,Falcon 9 Block 3,6804,22800,70,5.2,Iridium-4,Communication Satellite,9600,Polar Orbit,Success,,11.1,34.7420267,-120.5724404,2017-12-23T01:00,65,4.8,9,1024.9,1013,12,0,0,41,6.1,12.8,310,308,15.8,45,27,18,0.47,0.03,0,0,0,0.158,0.172,0.217,0.199,13.6,11.6,13.7,17
76,SpaceX,8-Jan-18,1:00,Cape Canaveral,Falcon 9 Block 4,6804,22800,70,5.2,Zuma,Classified,Classified,Low Earth Orbit,Success,,15.6,28.4740089,-80.5771737,2018-01-08T01:00,68,9.8,12.6,1027.5,1027.3,21,6,14,25,20,31.6,62,64,33.5,0,0,0,0.56,0.06,0,1,0,0.104,0.119,0.155,0.088,14.7,15.3,17.1,22.7
77,SpaceX,31-Jan-18,21:25,Cape Canaveral,Falcon 9 Block 3,6804,8300,70,5.2,GovSat-1 / SES-16,Governmental and institutional security user needs satellite,4230,Geostationary Transfer Orbit,Success,,17.4,28.4740089,-80.5771737,2018-01-31T21:00,56,8.5,14.6,1023.5,1023.3,90,100,0,0,16.5,20.9,79,79,32.4,318,162,156,0.88,0.22,0,3,0,0.128,0.124,0.145,0.088,19.5,17.1,19.4,21
78,SpaceX,6-Feb-18,20:45,Kennedy Space Center,Falcon Heavy,22819,63800,70,5.2,Elon Musk's Tesla Roadster,Tesla carrying mannequin Starman ‚Ä?sporting SpaceX spacesuit,1300,Heliocentric Orbit,Success,,22.9,28.5743572,-80.6520371,2018-02-06T20:00,70,17,23.4,1025,1024.6,22,19,8,0,14.5,18.7,104,106,30.2,589,467,122,0.85,0.36,0,1,0,0.206,0.186,0.124,0.241,22.8,18.6,18.5,19.6
79,SpaceX,22-Feb-18,14:17,Vandenberg ,Falcon 9 Block 3,6804,22800,70,5.2,PAZ / Tintin A & B,Spain's spy satellite / internet satellite,2141,Sun-Synchronous Orbit,Success,,5.4,34.7420267,-120.5724404,2018-02-22T14:00,86,3.2,3.4,1023.4,1011.3,3,3,0,0,3.6,9.8,53,343,9.4,0,0,0,0.13,0,0,0,0,0.147,0.197,0.204,0.199,6.4,10.4,13.2,14.9
80,SpaceX,6-Mar-18,5:33,Cape Canaveral,Falcon 9 Block 4,6804,8300,70,5.2,Hispasat 30W-6,Communication Satellite,6092,Geostationary Transfer Orbit,Success,,18.5,28.4740089,-80.5771737,2018-03-06T05:00,57,9.6,17,1017.3,1017.1,5,0,0,16,9.4,17.7,140,141,16.2,0,0,0,0.92,0.05,0,0,0,0.027,0.077,0.122,0.088,18.4,22.6,22.9,21.5
81,SpaceX,30-Mar-18,14:14,Vandenberg ,Falcon 9 Block 4,6804,22800,70,5.2,Iridium-5,Communication Satellite,9600,Polar Orbit,Success,,8.4,34.7420267,-120.5724404,2018-03-30T14:00,86,6.3,6.1,1017.5,1005.6,0,0,0,0,9.8,9.2,96,111,18.4,0,0,0,0.15,0.02,0,0,0,0.296,0.317,0.229,0.198,10.5,13.5,13.7,13.9
82,SpaceX,2-Apr-18,20:30,Cape Canaveral,Falcon 9 Block 4,6804,22800,70,5.2,CRS-14,Space Station Supplies,2647,Low Earth Orbit,Success,,24.7,28.4740089,-80.5771737,2018-04-02T20:00,68,18.3,25.8,1017,1016.8,27,0,44,3,14.4,18.4,127,129,30.6,574,418,156,1.01,0.39,0,1,0,0.066,0.048,0.103,0.088,32,23.8,22,21.5
83,SpaceX,18-Apr-18,22:51,Cape Canaveral,Falcon 9 Block 4,6804,8300,70,5.2,Transiting Exoplanet Survey Satellite (TESS),Star monitor,362,High Earth Orbit,Success,,24.6,28.4740089,-80.5771737,2018-04-18T22:00,41,10.6,22.5,1018.5,1018.3,0,0,0,0,15.9,20.3,128,127,33.1,465,377,88,1.81,0.37,0,0,0,0.059,0.1,0.094,0.087,30.1,23.1,22.5,21.9
84,SpaceX,11-May-18,20:14,Kennedy Space Center,Falcon 9 Block 5,7607,8300,70,5.2,Bangabandhu-1,Communication Satellite,3600,Geostationary Transfer Orbit,Success,,29.8,28.5743572,-80.6520371,2018-05-11T20:00,43,16,31,1018.2,1017.9,41,0,22,93,12.8,15.7,58,58,30.6,735,522,213,2.37,0.58,0,1,0,0.095,0.099,0.074,0.207,32.5,26,23.6,21.6
85,SpaceX,22-May-18,19:47,Vandenberg ,Falcon 9 Block 4,6804,22800,70,5.2,Iridium-6 / GRACE-FO,Communication Satellite / Research satellite,5960,Polar Orbit,Success,,15.2,34.7420267,-120.5724404,2018-05-22T19:00,68,9.3,14,1014.2,1002.6,90,100,0,0,15,19.2,291,296,37.8,776,472,304,0.56,0.38,0,3,0,0.149,0.188,0.212,0.196,18,15.5,15.8,14.8
86,SpaceX,4-Jun-18,4:29,Cape Canaveral,Falcon 9 Block 4,6804,8300,70,5.2,SES-12,Communication Satellite,5400,Geostationary Transfer Orbit,Success,,25.3,28.4740089,-80.5771737,2018-06-04T04:00,91,23.6,29.2,1014.5,1014.3,31,2,0,98,13.5,23.9,241,247,28.4,0,0,0,0.3,0.01,0,1,0,0.238,0.239,0.198,0.088,25.9,27.2,25.6,23.5
87,SpaceX,29-Jun-18,9:42,Cape Canaveral,Falcon 9 Block 4,6804,22800,70,5.2,CRS-15,Space Station Supplies,2700,Low Earth Orbit,Success,,24.9,28.4740089,-80.5771737,2018-06-29T09:00,94,23.9,29.4,1015.4,1015.2,20,1,0,63,10.2,17.3,219,223,18.7,0,0,0,0.19,0,0,0,0,0.166,0.141,0.191,0.104,26,28.6,27.9,24.5
88,SpaceX,22-Jul-18,5:50,Cape Canaveral,Falcon 9 Block 5,7607,8300,70,5.2,Telstar 19V,Communication Satellite,7080,Geostationary Transfer Orbit,Success,,25.8,28.4740089,-80.5771737,2018-07-22T05:00,91,24.1,30.2,1013.3,1013.1,30,0,1,98,12.5,22.2,219,223,20.9,0,0,0,0.31,0.01,0,1,0,0.113,0.127,0.176,0.105,26.9,29.5,29,25.8
89,SpaceX,25-Jul-18,11:39,Vandenberg ,Falcon 9 Block 5,7607,22800,70,5.2,Iridium-7,Communication Satellite,9600,Polar Orbit,Success,,15.8,34.7420267,-120.5724404,2018-07-25T11:00,87,13.6,16.4,1013.8,1002.3,37,9,0,95,3.9,14.1,56,354,9,0,0,0,0.23,0,0,1,0,0.159,0.173,0.198,0.193,17.9,20.8,19.7,17
90,SpaceX,7-Aug-18,5:18,Cape Canaveral,Falcon 9 Block 5,7607,8300,70,5.2,Merah Putih (Telkom-4),Communication Satellite,5800,Geostationary Transfer Orbit,Success,,27,28.4740089,-80.5771737,2018-08-07T05:00,81,23.4,30.8,1018.9,1018.7,7,8,0,0,13,22.3,85,87,23,0,0,0,0.68,0.03,0,0,0,0.147,0.204,0.188,0.105,26.9,28.9,28,26.4
91,SpaceX,10-Sep-18,4:45,Cape Canaveral,Falcon 9 Block 5,7607,8300,70,5.2,Telstar 18V / APStar 5C,Communication Satellite,7060,Geostationary Transfer Orbit,Success,,24,28.4740089,-80.5771737,2018-09-10T04:00,94,23,28.6,1014.3,1014.1,44,0,24,100,6.7,11.7,234,227,14.8,0,0,0,0.17,0,0.4,51,0,0.245,0.166,0.143,0.105,26.6,28.7,28.1,27.5
92,SpaceX,8-Oct-18,2:21,Vandenberg ,Falcon 9 Block 5,7607,22800,70,5.2,SAOCOM 1A,Research Satellite,3000,Sun-Synchronous Orbit,Success,,16.1,34.7420267,-120.5724404,2018-10-08T02:00,78,12.2,15.7,1008.4,996.9,1,1,0,0,8.2,17.9,331,332,25.2,18,9,9,0.41,0.03,0,0,0,0.254,0.238,0.226,0.191,19.5,18.8,18.4,18.4
93,SpaceX,15-Nov-18,20:46,Kennedy Space Center,Falcon 9 Block 5,7607,8300,70,5.2,Es'hail 2,Direct-to-Home Television Services,3000,Geostationary Transfer Orbit,Success,,22,28.5743572,-80.6520371,2018-11-15T20:00,66,15.4,21.9,1014.5,1014.1,95,51,82,1,13.5,20.5,299,298,28.1,134,40,94,0.9,0.15,0,3,0,0.23,0.186,0.152,0.235,23.6,24.5,25.4,26.4
94,SpaceX,3-Dec-18,18:34,Vandenberg ,Falcon 9 Block 5,7607,22800,70,5.2,Spaceflight SSO-A,Communication Satellite,3000,Sun-Synchronous Orbit,Success,,14.6,34.7420267,-120.5724404,2018-12-03T18:00,56,5.9,12.5,1021.6,1009.9,1,0,0,2,7.2,10.4,183,182,18,395,321,74,0.72,0.2,0,0,0,0.322,0.318,0.215,0.191,12.2,12.1,15.4,17.5
95,SpaceX,5-Dec-18,18:16,Cape Canaveral,Falcon 9 Block 5,7607,22800,70,5.2,CRS-16,Space Station Supplies,2573,Low Earth Orbit,Success,,14.3,28.4740089,-80.5771737,2018-12-05T18:00,45,2.5,9.3,1022.9,1022.7,0,0,0,0,26.2,34,333,333,51.1,659,557,102,0.9,0.34,0,0,0,0.18,0.117,0.083,0.104,18.6,19.3,23.2,27.1
96,SpaceX,23-Dec-18,13:51,Cape Canaveral,Falcon 9 Block 5,7607,22800,70,5.2,GPS III SV01,GPS III satellites,3880,Medium Earth Orbit,Success,,11.1,28.4740089,-80.5771737,2018-12-23T13:00,83,8.4,9.3,1025,1024.8,0,0,0,0,9.7,14,297,318,15.8,36,21,15,0.22,0.02,0,0,0,0.182,0.192,0.082,0.104,9.4,13.6,20.1,25.9
97,SpaceX,11-Jan-19,15:31,Vandenberg ,Falcon 9 Block 5,7607,22800,70,5.2,Iridium-8,Communication Satellite,9600,Polar Orbit,Success,,10.9,34.7420267,-120.5724404,2019-01-11T15:00,92,9.6,8.8,1016.9,1005.1,30,0,3,93,13.3,27.2,142,148,25.2,0,0,0,0.1,0,0,1,0,0.374,0.375,0.224,0.191,10.4,11.4,12.6,15.6
98,SpaceX,22-Feb-19,1:45,Cape Canaveral,Falcon 9 Block 5,7607,8300,70,5.2,Nusantara Satu / Beresheet / AFRL S5,Communication Satellite / Moon lander / Reseach Satellite,5380,Geostationary Transfer Orbit,Success,,22.1,28.4740089,-80.5771737,2019-02-22T01:00,91,20.6,23.7,1019.7,1019.5,38,12,45,0,18.5,31.3,147,150,32,0,0,0,0.23,0.01,0,1,0,0.155,0.196,0.129,0.103,23.9,23.9,21.5,22.9
99,SpaceX,2-Mar-19,7:49,Kennedy Space Center,Falcon 9 Block 5,7607,22800,70,5.2,SpaceX Demo-1,Uncrewed Test Commercial Crew program,0,Low Earth Orbit,Success,,18,28.5743572,-80.6520371,2019-03-02T07:00,98,17.5,19.5,1019.9,1019.5,1,0,0,2,8.3,14.3,214,208,11.5,0,0,0,0.05,0,0,0,0,0.188,0.185,0.176,0.218,19.4,21.6,21.5,20.6
100,SpaceX,11-Apr-19,22:35,Kennedy Space Center,Falcon Heavy,22819,26700,70,5.2,ArabSat 6A,Communication Satellite,6000,Geostationary Transfer Orbit,Success,,25.4,28.5743572,-80.6520371,2019-04-11T22:00,68,19,26.8,1012.4,1012.1,10,5,9,0,13,17.3,92,92,28.4,398,297,101,1.04,0.28,0,0,0,0.187,0.122,0.122,0.211,27.6,23.9,21.9,20.7
101,SpaceX,4-May-19,6:48,Cape Canaveral,Falcon 9 Block 5,7607,22800,70,5.2,CRS-17,Space Station Supplies,2500,Low Earth Orbit,Success,,23,28.4740089,-80.5771737,2019-05-04T06:00,93,21.8,27.2,1016.3,1016.1,39,26,16,21,4.3,6.9,180,189,14.4,0,0,0,0.21,0,0.1,51,0,0.119,0.082,0.09,0.102,24.1,26.9,25.5,23
102,SpaceX,24-May-19,2:30,Cape Canaveral,Falcon 9 Block 5,7607,22800,70,5.2,Starlink v0.9,Communication Satellite,13620,Low Earth Orbit,Success,,25.4,28.4740089,-80.5771737,2019-05-24T02:00,65,18.3,25.2,1021.4,1021.2,40,45,0,0,22.3,30.7,80,80,40,0,0,0,1.14,0.11,0,1,0,0.035,0.064,0.077,0.101,29.2,30.2,26.4,23.7
103,SpaceX,12-Jun-19,14:17,Vandenberg ,Falcon 9 Block 5,7607,22800,70,5.2,RADARSAT Constellation,Earth observation satellites,4200,Sun-Synchronous Orbit,Success,,14.3,34.7420267,-120.5724404,2019-06-12T14:00,95,13.5,15.1,1015.4,1003.8,99,100,0,31,2.4,3.4,207,252,10.8,52,15,37,0.08,0.02,0,3,0,0.166,0.223,0.268,0.225,16.9,19.5,17.2,14.9
104,SpaceX,25-Jun-19,6:30,Kennedy Space Center,Falcon Heavy,22819,26700,70,5.2,STP-2,Research Satellite,,Medium Earth Orbit,Success,,26.5,28.5743572,-80.6520371,2019-06-25T06:00,90,24.6,31.8,1016.5,1016.2,1,0,1,0,8,18,278,286,14,0,0,0,0.36,0,0,0,0,0.187,0.189,0.111,0.191,27.5,29.2,26.6,23.7
105,SpaceX,25-Jul-19,22:01,Cape Canaveral,Falcon 9 Block 5,7607,22800,70,5.2,CRS-18,Space Station Supplies,2500,Low Earth Orbit,Success,,26.5,28.4740089,-80.5771737,2019-07-25T22:00,80,22.8,31,1017.4,1017.2,100,77,25,100,5.4,6,70,65,29.2,359,185,174,0.68,0.25,0.2,51,0,0.275,0.182,0.04,0.099,29.8,28.5,29.9,26.1
106,SpaceX,6-Aug-19,23:23,Cape Canaveral,Falcon 9 Block 5,7607,8300,70,5.2,AMOS-17,Communication Satellite,6500,Geostationary Transfer Orbit,Success,,26.5,28.4740089,-80.5771737,2019-08-06T22:00,85,23.8,30.4,1015,1014.8,63,35,2,100,13.8,18.9,186,188,25.6,76,4,72,0.52,0.09,1.9,61,0,0.26,0.149,0.03,0.099,28.5,28.4,28.6,26.5
107,SpaceX,11-Nov-19,14:56,Cape Canaveral,Falcon 9 Block 5,7607,22800,70,5.2,Starlink V1 L1,Communication Satellite,15600,Low Earth Orbit,Success,,25,28.4740089,-80.5771737,2019-11-11T14:00,61,16.8,24.9,1020.4,1020.2,22,11,19,3,16.8,23.2,81,83,29.2,256,171,85,1.25,0.23,0,1,0,0.23,0.247,0.109,0.097,21.2,21.5,25.6,27.5
108,SpaceX,5-Dec-19,17:29,Cape Canaveral,Falcon 9 Block 5,7607,22800,70,5.2,CRS-19,Space Station Supplies,2500,Low Earth Orbit,Success,,18.5,28.4740089,-80.5771737,2019-12-05T17:00,55,9.3,16.9,1020.1,1019.9,5,0,0,18,13.2,15.8,334,336,28.8,639,559,80,0.96,0.36,0,0,0,0.053,0.139,0.114,0.097,20.8,16.5,21.2,26
109,SpaceX,17-Dec-19,0:10,Cape Canaveral,Falcon 9 Block 5,7607,8300,70,5.2,JCSAT-18 / Kacific-1,Communication Satellite,6956,Geostationary Transfer Orbit,Success,,23.4,28.4740089,-80.5771737,2019-12-17T00:00,85,20.7,24.6,1019.2,1019,20,12,15,0,20.6,32.3,133,134,33.1,0,0,0,0.44,0.03,0,0,0,0.176,0.207,0.117,0.097,23.5,22,22,25.4
110,SpaceX,7-Jan-20,2:19,Cape Canaveral,Falcon 9 Block 5,7607,22800,70,5.2,Starlink V1 L2,Communication Satellite,15600,Low Earth Orbit,Success,,16.8,28.4740089,-80.5771737,2020-01-07T02:00,41,3.5,14.5,1023,1022.8,0,0,0,0,5.4,5.8,82,86,7.2,0,0,0,1.13,0.04,0,0,0,0.177,0.205,0.181,0.098,12.2,16.5,20.7,24.2
111,SpaceX,19-Jan-20,15:30,Kennedy Space Center,Falcon 9 Block 5,7607,22800,70,5.2,Crew Dragon Inflight Abort Test,in-flight abort test,6350,Suborbital,Success,,20.6,28.5743572,-80.6520371,2020-01-19T15:00,76,16.3,20.7,1021.1,1020.7,36,0,21,77,14.7,22.2,211,212,28.1,196,30,166,0.58,0.14,0,1,0,0.177,0.188,0.225,0.188,19.9,20.2,21.5,22.1
112,SpaceX,29-Jan-20,14:06,Cape Canaveral,Falcon 9 Block 5,7607,22800,70,5.2,Starlink V1 L3,Communication Satellite,15600,Low Earth Orbit,Success,,17.9,28.4740089,-80.5771737,2020-01-29T14:00,74,13.1,17.6,1015.9,1015.7,88,96,2,3,8.7,11.8,355,23,16.9,144,58,86,0.53,0.1,0,3,0,0.076,0.111,0.16,0.098,14.5,16.9,20.1,23.2
113,SpaceX,17-Feb-20,15:05,Cape Canaveral,Falcon 9 Block 5,7607,22800,70,5.2,Starlink V1 L4,Communication Satellite,15600,Low Earth Orbit,Success,,21.8,28.4740089,-80.5771737,2020-02-17T15:00,90,20.1,25,1019.1,1018.9,8,8,0,1,5.1,5.8,266,274,16.6,366,244,122,0.25,0.22,0.1,51,0,0.114,0.097,0.142,0.098,22.2,21,21.3,22.5
114,SpaceX,7-Mar-20,4:50,Cape Canaveral,Falcon 9 Block 5,7607,22800,70,5.2,CRS-20,Space Station Supplies,2500,Low Earth Orbit,Success,,17,28.4740089,-80.5771737,2020-03-07T04:00,35,1.6,11.4,1022.5,1022.3,24,0,0,80,25.8,39.9,330,332,42.8,0,0,0,1.25,0.17,0,1,0,0.034,0.098,0.108,0.098,18.6,23.4,20.9,22.1
